customer_id,signup_date,acquisition_channel,city,gender,age,senior_citizen,plan,contract_type,payment_method,paperless_billing,addon_count,monthly_charge,is_verified,is_activated,tenure_months,monthly_logins,last_active_date,total_revenue,churn_date,is_churned
CUST-100508,2024-10-05,Paid Search,Pune,Male,60,1,Premium,Monthly,Credit Card,Yes,1,827.0,1,1,12,8.0,2025-09-30,9924.0,2025-09-30,1
CUST-100509,2026-04-08,Organic Search,Delhi,Female,27,0,Premium,Monthly,UPI,Yes,3,971.0,1,1,1,22.0,2026-05-20,971.0,,0
CUST-100510,2024-08-26,Organic Search,Mumbai,Male,42,0,Standard,Annual,Credit Card,No,3,678.0,1,1,21,35.0,2026-05-19,14238.0,,0
CUST-100511,2025-07-03,Affiliate,Hyderabad,Male,37,0,Premium,Monthly,Wallet,Yes,2,893.0,1,1,10,33.0,2026-05-16,8930.0,,0
CUST-100512,2024-09-09,Organic Search,Jaipur,Male,57,0,Basic,Monthly,Debit Card,No,2,321.0,1,1,20,24.0,2026-05-15,6420.0,,0
CUST-100513,2024-06-14,Paid Social,Delhi,Female,31,0,Premium,Monthly,Debit Card,Yes,2,891.0,1,0,23,21.0,2026-05-05,20493.0,,0
CUST-100514,2024-12-07,Paid Social,Delhi,Female,28,0,Standard,Monthly,Net Banking,No,0,509.0,1,1,17,14.0,2026-05-19,8653.0,,0
CUST-100515,2024-07-27,Organic Search,Kolkata,Female,60,1,Standard,Monthly,Net Banking,Yes,0,502.0,1,1,22,16.0,2026-05-07,11044.0,,0
CUST-100516,2024-12-20,Paid Social,Kolkata,Female,43,0,Standard,Two-Year,Net Banking,No,0,496.0,1,0,17,25.0,2026-05-26,8432.0,,0
CUST-100517,2024-09-26,Referral,Jaipur,Female,55,0,Basic,Annual,UPI,No,1,270.0,1,1,20,14.0,2026-05-30,5400.0,,0
CUST-100518,2025-10-21,Organic Search,Delhi,Female,63,1,Basic,Monthly,UPI,Yes,0,201.0,1,1,6,14.0,2026-04-19,1206.0,2026-04-19,1
CUST-100519,2024-10-03,Affiliate,Ahmedabad,Female,61,1,Basic,Monthly,Net Banking,Yes,3,386.0,1,0,19,19.0,2026-05-24,7334.0,,0
CUST-100520,2025-05-21,Affiliate,Delhi,Male,38,0,Basic,Annual,Wallet,Yes,0,203.0,1,1,10,12.0,2026-03-17,2030.0,2026-03-17,1
CUST-100521,2024-06-01,Paid Social,Delhi,Male,26,0,Standard,Monthly,Credit Card,No,1,546.0,0,0,23,20.0,2026-05-11,12558.0,,0
CUST-100522,2026-04-07,Organic Search,Kolkata,Female,67,1,Premium,Annual,Wallet,Yes,0,823.0,1,1,1,27.0,2026-05-16,823.0,,0
CUST-100523,2025-04-19,Paid Search,Ahmedabad,Female,34,0,Basic,Monthly,Debit Card,Yes,2,338.0,1,1,13,24.0,2026-05-17,4394.0,,0
CUST-100524,2025-02-06,Organic Search,Pune,Male,57,0,Standard,Annual,UPI,Yes,3,685.0,1,1,15,19.0,2026-05-29,10275.0,,0
CUST-100525,2025-01-23,Paid Social,Kolkata,Male,57,0,Standard,Monthly,Wallet,Yes,2,621.0,1,0,16,11.0,2026-05-27,9936.0,,0
CUST-100526,2024-07-17,Email,Surat,Male,41,0,Basic,Annual,Net Banking,Yes,2,330.0,1,1,22,13.0,2026-05-25,7260.0,,0
CUST-100527,2024-12-06,Email,Pune,Male,26,0,Basic,Annual,Credit Card,No,2,338.0,1,0,17,21.0,2026-05-31,5746.0,,0
CUST-100528,2026-02-06,Referral,Jaipur,Female,42,0,Basic,Monthly,Debit Card,No,1,288.0,1,1,3,12.0,2026-05-22,864.0,,0
CUST-100529,2025-03-09,Paid Social,Ahmedabad,Male,25,0,Standard,Two-Year,UPI,Yes,1,551.0,1,1,14,21.0,2026-05-19,7714.0,,0
CUST-100530,2026-02-05,Referral,Delhi,Male,36,0,Basic,Monthly,Debit Card,No,1,275.0,1,1,3,13.0,2026-05-03,825.0,,0
CUST-100531,2024-10-09,Referral,Ahmedabad,Female,37,0,Basic,Monthly,Credit Card,No,3,378.0,1,1,19,13.0,2026-05-24,7182.0,,0
CUST-100532,2025-02-20,Paid Social,Surat,Male,44,0,Basic,Annual,Credit Card,Yes,1,235.0,0,0,15,5.0,2026-05-15,3525.0,,0
CUST-100533,2025-09-04,Paid Search,Kolkata,Male,27,0,Premium,Annual,Debit Card,Yes,0,812.0,1,1,8,22.0,2026-05-24,6496.0,,0
CUST-100534,2024-07-22,Organic Search,Ahmedabad,Female,61,1,Premium,Monthly,UPI,Yes,2,941.0,1,1,6,10.0,2025-01-18,5646.0,2025-01-18,1
CUST-100535,2025-02-13,Organic Search,Ahmedabad,Male,22,0,Basic,Monthly,UPI,No,3,394.0,1,1,13,26.0,2026-03-10,5122.0,2026-03-10,1
CUST-100536,2026-03-05,Paid Search,Delhi,Female,69,1,Standard,Monthly,UPI,No,1,556.0,1,1,2,11.0,2026-05-21,1112.0,,0
CUST-100537,2025-05-27,Organic Search,Mumbai,Female,34,0,Premium,Monthly,Credit Card,No,0,805.0,1,1,0,17.0,2025-05-27,805.0,2025-05-27,1
CUST-100538,2026-04-12,Organic Search,Chennai,Female,43,0,Basic,Monthly,Credit Card,No,1,269.0,1,1,1,17.0,2026-05-13,269.0,,0
CUST-100539,2024-09-12,Affiliate,Mumbai,Male,63,1,Basic,Monthly,Credit Card,No,3,388.0,1,1,20,23.0,2026-05-11,7760.0,,0
CUST-100540,2026-05-28,Email,Chennai,Female,52,0,Basic,Monthly,Credit Card,Yes,3,397.0,1,1,0,28.0,2026-05-17,397.0,,0
CUST-100541,2026-03-03,Paid Search,Bengaluru,Female,20,0,Basic,Annual,UPI,Yes,3,393.0,1,1,0,18.0,2026-03-03,393.0,2026-03-03,1
CUST-100542,2025-03-13,Affiliate,Delhi,Female,49,0,Premium,Annual,Net Banking,Yes,2,910.0,1,1,14,32.0,2026-05-24,12740.0,,0
CUST-100543,2025-07-15,Email,Mumbai,Male,47,0,Premium,Two-Year,Debit Card,No,3,979.0,0,0,10,28.0,2026-05-25,9790.0,,0
CUST-100544,2024-09-01,Organic Search,Surat,Male,66,1,Standard,Monthly,Debit Card,No,0,491.0,1,1,10,13.0,2025-06-28,4910.0,2025-06-28,1
CUST-100545,2024-09-23,Paid Social,Pune,Male,47,0,Basic,Monthly,UPI,Yes,0,201.0,1,1,1,13.0,2024-10-23,201.0,2024-10-23,1
CUST-100546,2025-03-03,Paid Social,Delhi,Female,69,1,Premium,Monthly,Debit Card,Yes,2,891.0,1,0,14,17.0,2026-05-18,12474.0,,0
CUST-100547,2025-01-25,Organic Search,Delhi,Female,45,0,Basic,Monthly,Credit Card,Yes,3,408.0,1,1,16,18.0,2026-05-05,6528.0,,0
CUST-100548,2025-08-01,Referral,Kolkata,Male,28,0,Basic,Monthly,Debit Card,No,0,187.0,1,1,9,5.0,2026-05-21,1683.0,,0
CUST-100549,2026-03-22,Paid Social,Chennai,F,44,0,Basic,Monthly,UPI,Yes,1,251.0,1,0,2,7.0,2026-05-16,502.0,,0
CUST-100550,2024-07-02,Paid Social,Chennai,Female,65,1,Premium,Annual,Debit Card,Yes,0,800.0,1,1,12,10.0,2025-06-27,9600.0,2025-06-27,1
CUST-100551,2026-02-01,Organic Search,Pune,Female,18,0,Standard,Two-Year,Wallet,No,0,478.0,1,1,1,15.0,2026-03-03,478.0,2026-03-03,1
CUST-100552,2024-12-17,Organic Search,Kolkata,Male,38,0,Standard,Monthly,Net Banking,No,0,494.0,1,1,17,7.0,2026-05-11,8398.0,,0
CUST-100553,2025-09-18,Affiliate,Delhi,Female,20,0,Standard,Monthly,Net Banking,Yes,0,502.0,0,0,8,19.0,2026-05-28,4016.0,,0
CUST-100554,2026-04-18,Organic Search,Hyderabad,Female,61,1,Basic,Annual,UPI,No,2,344.0,1,0,1,22.0,2026-05-24,344.0,,0
CUST-100555,2025-11-17,Organic Search,Delhi,Female,44,0,Basic,Annual,Credit Card,Yes,2,321.0,1,1,6,18.0,2026-05-26,1926.0,,0
CUST-100556,2024-07-03,Paid Social,Pune,Female,55,0,Premium,Monthly,UPI,No,3,973.0,1,1,22,16.0,2026-05-29,21406.0,,0
CUST-100557,2025-08-07,Paid Search,Surat,Female,68,1,Premium,Annual,Credit Card,Yes,3,962.0,1,1,9,23.0,2026-05-02,8658.0,,0
CUST-100558,2024-09-19,Paid Search,Surat,Male,61,1,Standard,Monthly,Debit Card,Yes,0,531.0,1,1,20,23.0,2026-05-02,10620.0,,0
CUST-100559,2024-12-02,Paid Search,Bengaluru,Female,39,0,Basic,Annual,Debit Card,No,2,320.0,1,1,17,8.0,2026-05-17,5440.0,,0
CUST-100560,2025-07-29,Organic Search,Bengaluru,Male,66,1,Premium,Annual,Wallet,Yes,1,860.0,1,1,10,8.0,2026-05-24,8600.0,,0
CUST-100561,2025-07-30,Organic Search,Kolkata,Female,42,0,Basic,Monthly,Wallet,No,1,238.0,1,1,10,10.0,2026-05-09,2380.0,,0
CUST-100562,2026-04-30,Affiliate,Surat,Female,68,1,Basic,Monthly,UPI,Yes,2,327.0,1,1,1,10.0,2026-05-10,327.0,,0
CUST-100563,2024-12-25,Paid Search,Chennai,Female,69,1,Basic,Annual,Wallet,Yes,1,250.0,1,1,17,9.0,2026-05-02,4250.0,,0
CUST-100564,2026-04-17,Paid Search,Ahmedabad,Female,29,0,Basic,Annual,Net Banking,No,2,341.0,1,1,1,21.0,2026-05-06,341.0,,0
CUST-100565,2025-04-14,Referral,Delhi,Male,58,0,Standard,Two-Year,Debit Card,Yes,0,506.0,1,1,13,18.0,2026-05-22,6578.0,,0
CUST-100566,2024-12-05,Referral,Kolkata,Male,54,0,Standard,Monthly,UPI,Yes,1,561.0,0,0,17,16.0,2026-05-24,9537.0,,0
CUST-100567,2025-08-29,Organic Search,Hyderabad,Female,58,0,Basic,Annual,UPI,Yes,0,179.0,1,1,9,19.0,2026-05-31,1611.0,,0
CUST-100568,2025-08-22,Paid Social,Hyderabad,Male,26,0,Basic,Annual,Credit Card,Yes,0,198.0,1,1,9,16.0,2026-05-06,1782.0,,0
CUST-100569,2026-03-17,Paid Search,Pune,Male,44,0,Standard,Annual,UPI,No,3,676.0,1,0,2,17.0,2026-05-14,1352.0,,0
CUST-100570,2026-05-05,Paid Social,Delhi,Female,25,0,Basic,Monthly,UPI,Yes,3,381.0,0,0,0,17.0,2026-05-08,381.0,,0
CUST-100571,2025-09-28,Affiliate,Delhi,Male,64,1,Basic,Monthly,UPI,No,0,169.0,1,1,8,15.0,2026-05-31,1352.0,,0
CUST-100572,2025-09-03,Paid Social,Chennai,Male,63,1,Basic,Annual,Credit Card,Yes,2,305.0,1,0,8,11.0,2026-05-25,2440.0,,0
CUST-100573,2024-12-27,Referral,Delhi,Male,48,0,Premium,Monthly,Debit Card,Yes,2,912.0,1,0,17,23.0,2026-05-20,15504.0,,0
CUST-100574,2024-11-09,Affiliate,Hyderabad,Female,24,0,Premium,Monthly,UPI,Yes,1,867.0,0,0,18,0.0,2026-05-24,15606.0,,0
CUST-100575,2025-08-08,Paid Search,Hyderabad,Male,52,0,Basic,Monthly,Net Banking,Yes,1,230.0,1,1,9,18.0,2026-05-26,2070.0,,0
CUST-100576,2025-10-19,Affiliate,Chennai,Female,40,0,Standard,Two-Year,UPI,Yes,1,580.0,1,1,7,21.0,2026-05-03,4060.0,,0
CUST-100577,2025-02-24,Paid Search,Delhi,Male,58,0,Premium,Annual,UPI,Yes,0,818.0,1,0,15,10.0,2026-05-06,12270.0,,0
CUST-100578,2025-06-08,Affiliate,Hyderabad,Male,23,0,Basic,Annual,Credit Card,Yes,3,364.0,1,1,11,31.0,2026-05-17,4004.0,,0
CUST-100579,2025-07-24,Paid Social,Ahmedabad,Male,39,0,Premium,Two-Year,Credit Card,No,1,896.0,1,0,10,26.0,2026-05-29,8960.0,,0
CUST-100580,2025-05-26,Paid Search,Mumbai,Male,36,0,Standard,Annual,UPI,No,2,623.0,1,1,12,23.0,2026-05-16,7476.0,,0
CUST-100581,2024-07-04,Paid Search,Delhi,Female,67,1,Standard,Monthly,Debit Card,Yes,0,497.0,1,0,22,25.0,2026-05-05,10934.0,,0
CUST-100582,2025-05-23,Organic Search,Ahmedabad,Male,33,0,Standard,Monthly,UPI,Yes,0,508.0,1,1,9,10.0,2026-02-17,4572.0,2026-02-17,1
CUST-100583,2024-11-03,Paid Social,Jaipur,Male,69,1,Basic,Annual,UPI,No,2,325.0,1,1,18,27.0,2026-05-22,5850.0,,0
CUST-100584,2024-08-22,Affiliate,Kolkata,Male,65,1,Standard,Two-Year,Credit Card,Yes,1,561.0,1,0,21,29.0,2026-05-19,11781.0,,0
CUST-100585,2025-05-08,Paid Search,Ahmedabad,Male,48,0,Standard,Annual,UPI,Yes,2,603.0,1,1,12,13.0,2026-05-12,7236.0,,0
CUST-100586,2025-12-28,Organic Search,Chennai,Male,27,0,Basic,Monthly,Wallet,No,3,372.0,1,0,5,18.0,2026-05-17,1860.0,,0
CUST-100587,2026-01-02,Paid Social,Bengaluru,Male,29,0,Standard,Annual,Credit Card,Yes,3,684.0,1,0,4,11.0,2026-05-02,2736.0,,0
CUST-100588,2025-02-08,Organic Search,Hyderabad,Female,18,0,Premium,Monthly,UPI,Yes,0,812.0,1,1,15,23.0,2026-05-31,12180.0,,0
CUST-100589,2025-07-20,Organic Search,Kolkata,Male,58,0,Premium,Monthly,Net Banking,Yes,1,881.0,1,0,10,28.0,2026-05-23,8810.0,,0
CUST-100590,2024-10-13,Email,Bengaluru,Female,55,0,Standard,Monthly,Debit Card,Yes,0,492.0,1,0,19,10.0,2026-05-10,9348.0,,0
CUST-100591,2024-12-22,Paid Social,Ahmedabad,Female,34,0,Basic,Monthly,Credit Card,No,0,200.0,0,0,17,15.0,2026-05-17,3400.0,,0
CUST-100592,2025-04-18,Paid Social,Ahmedabad,Male,56,0,Basic,Monthly,Wallet,Yes,1,249.0,1,1,13,14.0,2026-05-10,3237.0,,0
CUST-100593,2025-03-12,Paid Search,Bengaluru,Female,48,0,Basic,Annual,Credit Card,Yes,1,275.0,1,0,14,36.0,2026-05-02,3850.0,,0
CUST-100594,2025-09-12,Organic Search,Jaipur,Female,60,1,Premium,Monthly,UPI,Yes,3,974.0,1,1,8,15.0,2026-05-12,7792.0,,0
CUST-100595,2025-11-26,Paid Social,Bengaluru,Female,22,0,Standard,Two-Year,Net Banking,No,3,670.0,0,0,6,16.0,2026-05-13,4020.0,,0
CUST-100596,2025-07-09,Referral,Delhi,Female,28,0,Premium,Monthly,Wallet,Yes,0,800.0,1,1,10,19.0,2026-05-26,8000.0,,0
CUST-100597,2024-06-22,Paid Search,Ahmedabad,Female,59,0,Basic,Monthly,UPI,Yes,2,294.0,1,1,2,19.0,2024-08-21,588.0,2024-08-21,1
CUST-100598,2026-01-19,Email,Jaipur,Male,37,0,Premium,Monthly,UPI,Yes,0,807.0,0,0,4,32.0,2026-05-15,3228.0,,0
CUST-100599,2025-04-28,Paid Search,Delhi,Female,67,1,Premium,Monthly,Debit Card,Yes,3,974.0,1,0,13,35.0,2026-05-18,12662.0,,0
CUST-100600,2026-02-05,Paid Social,Hyderabad,Male,63,1,Standard,Monthly,Debit Card,No,1,601.0,1,0,3,18.0,2026-05-18,1803.0,,0
CUST-100601,2024-12-17,Referral,Hyderabad,Female,22,0,Premium,Monthly,UPI,Yes,0,790.0,1,1,17,23.0,2026-05-07,13430.0,,0
CUST-100602,2025-08-27,Affiliate,Mumbai,Female,38,0,Basic,Monthly,Wallet,Yes,3,375.0,0,0,9,24.0,2026-05-25,3375.0,,0
CUST-100603,2024-11-26,Referral,Ahmedabad,Female,56,0,Basic,Monthly,UPI,No,2,334.0,1,1,4,28.0,2025-03-26,1336.0,2025-03-26,1
CUST-100604,2025-07-08,Email,Delhi,Female,25,0,Basic,Annual,Net Banking,No,2,331.0,1,1,10,24.0,2026-05-31,3310.0,,0
CUST-100605,2026-02-01,Referral,Delhi,Male,62,1,Basic,Monthly,Net Banking,Yes,2,335.0,0,0,3,12.0,2026-05-30,1005.0,,0
CUST-100606,2025-07-19,Affiliate,Hyderabad,Female,23,0,Basic,Monthly,UPI,Yes,2,315.0,1,1,10,15.0,2026-05-09,3150.0,,0
CUST-100607,2026-05-29,Organic Search,Chennai,Male,23,0,Standard,Monthly,Credit Card,No,0,482.0,1,0,0,21.0,2026-05-13,482.0,,0
CUST-100608,2025-03-14,Referral,Mumbai,Female,46,0,Basic,Monthly,UPI,Yes,2,359.0,1,1,14,17.0,2026-05-09,5026.0,,0
CUST-100609,2024-09-01,Paid Social,Bengaluru,Female,30,0,Basic,Annual,Debit Card,Yes,0,207.0,1,0,20,25.0,2026-05-20,4140.0,,0
CUST-100610,2025-05-09,Paid Search,Ahmedabad,Male,51,0,Basic,Monthly,Credit Card,Yes,3,,0,0,12,26.0,2026-05-03,4584.0,,0
CUST-100611,2026-01-29,Paid Search,Mumbai,Female,38,0,Standard,Annual,Debit Card,No,1,571.0,1,1,4,11.0,2026-05-28,2284.0,,0
CUST-100612,2025-06-19,Email,Hyderabad,Male,32,0,Premium,Two-Year,Credit Card,Yes,3,959.0,1,1,11,16.0,2026-05-14,10549.0,,0
CUST-100613,2025-08-20,Email,Chennai,Female,61,1,Basic,Monthly,UPI,Yes,1,252.0,1,1,9,9.0,2026-05-11,2268.0,,0
CUST-100614,2026-01-05,Paid Social,Chennai,Female,26,0,Standard,Two-Year,UPI,No,0,483.0,1,0,4,21.0,2026-05-22,1932.0,,0
CUST-100615,2024-12-09,Referral,Mumbai,Female,43,0,Premium,Annual,UPI,No,1,862.0,1,1,12,28.0,2025-12-04,10344.0,2025-12-04,1
CUST-100616,2025-11-26,Referral,Bengaluru,Female,26,0,Standard,Annual,Credit Card,Yes,2,598.0,1,1,6,19.0,2026-05-20,3588.0,,0
CUST-100617,2026-04-27,Paid Social,Delhi,Male,25,0,Standard,Two-Year,Wallet,Yes,2,629.0,0,0,1,20.0,2026-05-30,629.0,,0
CUST-100618,2024-10-21,Organic Search,Surat,Male,28,0,Standard,Monthly,Debit Card,No,0,517.0,1,0,19,17.0,2026-05-16,9823.0,,0
CUST-100619,2024-10-13,Organic Search,Pune,Male,31,0,Premium,Monthly,UPI,Yes,0,816.0,1,1,13,22.0,2025-11-07,10608.0,2025-11-07,1
CUST-100620,2026-05-14,Referral,Jaipur,Male,39,0,Basic,Monthly,Wallet,No,1,266.0,1,0,0,14.0,2026-05-06,266.0,,0
CUST-100621,2026-05-10,Paid Social,Mumbai,Male,42,0,Standard,Annual,UPI,Yes,2,622.0,1,0,0,22.0,2026-05-14,622.0,,0
CUST-100622,2026-05-05,Email,Bengaluru,Male,25,0,Basic,Monthly,Wallet,No,1,253.0,1,1,0,14.0,2026-05-05,253.0,2026-05-05,1
CUST-100623,2026-02-16,Paid Social,Chennai,Female,20,0,Basic,Monthly,UPI,Yes,1,266.0,1,1,3,6.0,2026-05-17,798.0,2026-05-17,1
CUST-100624,2024-12-21,Email,Delhi,Male,22,0,Standard,Two-Year,UPI,Yes,3,677.0,1,1,17,33.0,2026-05-15,11509.0,,0
CUST-100625,2025-07-14,Paid Social,Pune,Female,50,0,Premium,Monthly,Net Banking,Yes,0,771.0,1,1,10,18.0,2026-05-08,7710.0,,0
CUST-100626,2026-05-30,Referral,Bengaluru,Female,68,1,Premium,Monthly,Credit Card,Yes,0,790.0,1,1,0,14.0,2026-05-22,790.0,,0
CUST-100627,2025-10-26,Organic Search,Surat,Male,19,0,Premium,Monthly,Net Banking,Yes,2,931.0,1,1,3,15.0,2026-01-24,2793.0,2026-01-24,1
CUST-100628,2025-06-18,Paid Search,Mumbai,Female,19,0,Standard,Annual,Debit Card,Yes,3,662.0,1,0,11,17.0,2026-05-16,7282.0,,0
CUST-100629,2025-08-18,Affiliate,Jaipur,Male,58,0,Standard,Monthly,UPI,No,1,542.0,0,0,9,4.0,2026-05-06,4878.0,,0
CUST-100630,2024-11-13,Email,Delhi,Male,55,0,Premium,Monthly,UPI,No,0,796.0,1,0,18,7.0,2026-05-14,14328.0,,0
CUST-100631,2025-02-11,Affiliate,Bengaluru,Female,56,0,Basic,Two-Year,Credit Card,Yes,0,166.0,1,1,15,11.0,2026-05-10,2490.0,,0
CUST-100632,2025-11-08,Organic Search,Bengaluru,Male,26,0,Basic,Monthly,Credit Card,No,3,390.0,1,1,5,18.0,2026-04-07,1950.0,2026-04-07,1
CUST-100633,2026-05-04,Paid Social,Mumbai,Male,63,1,Basic,Monthly,Credit Card,Yes,2,329.0,1,1,0,28.0,2026-05-04,329.0,2026-05-04,1
CUST-100634,2024-07-05,Organic Search,Surat,Female,50,0,Standard,Annual,UPI,No,1,573.0,1,0,22,23.0,2026-05-16,12606.0,,0
CUST-100635,2025-03-30,Organic Search,Jaipur,Male,26,0,Standard,Monthly,UPI,Yes,1,562.0,1,1,14,12.0,2026-05-29,7868.0,,0
CUST-100636,2025-10-15,Referral,Surat,Female,24,0,Premium,Monthly,Credit Card,Yes,0,786.0,1,1,0,5.0,2025-10-15,786.0,2025-10-15,1
CUST-100637,2025-05-05,Referral,Surat,Female,49,0,Basic,Annual,UPI,No,1,241.0,1,0,12,13.0,2026-05-13,2892.0,,0
CUST-100638,2026-01-30,Referral,Pune,Male,58,0,Premium,Annual,Credit Card,No,3,987.0,1,1,4,33.0,2026-05-12,3948.0,,0
CUST-100639,2025-09-14,Affiliate,Bengaluru,Female,58,0,Standard,Monthly,UPI,Yes,1,570.0,1,1,8,20.0,2026-05-29,4560.0,,0
CUST-100640,2025-02-11,Referral,Kolkata,Male,48,0,Premium,Annual,Net Banking,No,3,962.0,1,1,15,22.0,2026-05-06,14430.0,,0
CUST-100641,2025-12-10,Affiliate,Ahmedabad,Male,44,0,Basic,Annual,Debit Card,Yes,2,300.0,1,1,5,21.0,2026-05-07,1500.0,,0
CUST-100642,2025-01-30,Organic Search,Chennai,Female,54,0,Standard,Annual,UPI,Yes,2,619.0,1,1,16,29.0,2026-05-24,9904.0,,0
CUST-100643,2025-03-28,Organic Search,Bengaluru,Male,24,0,Standard,Annual,Debit Card,Yes,2,621.0,1,0,14,21.0,2026-05-19,8694.0,,0
CUST-100644,2024-12-16,Paid Search,Pune,Female,36,0,Standard,Annual,Credit Card,Yes,0,513.0,1,1,17,33.0,2026-05-25,8721.0,,0
CUST-100645,2026-05-30,Affiliate,Delhi,Male,23,0,Basic,Monthly,Credit Card,Yes,1,269.0,1,0,0,17.0,2026-05-05,269.0,,0
CUST-100646,2025-03-25,Organic Search,Delhi,Male,61,1,Basic,Monthly,UPI,No,3,378.0,1,1,14,16.0,2026-05-03,5292.0,,0
CUST-100647,2026-04-27,Paid Search,Ahmedabad,Female,49,0,Basic,Monthly,UPI,Yes,2,335.0,1,1,1,6.0,2026-05-17,335.0,,0
CUST-100648,2025-07-24,Referral,Delhi,Female,58,0,Standard,Monthly,Net Banking,Yes,1,554.0,0,0,10,21.0,2026-05-10,5540.0,,0
CUST-100649,2024-08-31,Organic Search,Delhi,Male,43,0,Standard,Two-Year,UPI,Yes,2,614.0,1,1,21,20.0,2026-05-26,12894.0,,0
CUST-100650,2025-12-08,Paid Social,Mumbai,Female,66,1,Standard,Monthly,Debit Card,Yes,2,632.0,1,0,5,10.0,2026-05-05,3160.0,,0
CUST-100651,2024-10-21,Affiliate,Mumbai,Male,66,1,Standard,Monthly,UPI,Yes,3,693.0,1,1,19,25.0,2026-05-20,13167.0,,0
CUST-100652,2026-03-09,Referral,Pune,Male,50,0,Basic,Monthly,Credit Card,Yes,3,394.0,1,1,2,24.0,2026-05-21,788.0,,0
CUST-100653,2026-05-05,Organic Search,Delhi,Female,61,1,Basic,Annual,Credit Card,Yes,0,196.0,1,1,0,14.0,2026-05-26,196.0,,0
CUST-100654,2025-07-05,Affiliate,Chennai,Female,52,0,Standard,Annual,UPI,No,2,620.0,1,1,6,21.0,2026-01-01,3720.0,2026-01-01,1
CUST-100655,2025-03-18,Paid Social,Ahmedabad,Male,55,0,Standard,Monthly,UPI,No,2,606.0,1,0,14,18.0,2026-05-04,8484.0,,0
CUST-100656,2025-05-13,Affiliate,Bengaluru,Female,30,0,Standard,Annual,Credit Card,Yes,2,632.0,1,1,12,28.0,2026-05-30,7584.0,,0
CUST-100657,2025-12-18,Paid Social,Mumbai,Female,69,1,Standard,Monthly,Credit Card,Yes,0,490.0,1,1,5,13.0,2026-05-14,2450.0,,0
CUST-100658,2025-03-01,Paid Search,Bengaluru,Female,27,0,Premium,Two-Year,Wallet,Yes,1,829.0,1,0,14,16.0,2026-05-19,11606.0,,0
CUST-100659,2024-07-07,Paid Social,Bengaluru,Female,54,0,Premium,Annual,Debit Card,Yes,1,852.0,1,1,3,28.0,2024-10-05,2556.0,2024-10-05,1
CUST-100660,2025-08-09,Paid Social,Pune,Male,49,0,Standard,Monthly,Net Banking,Yes,0,486.0,1,1,9,8.0,2026-05-15,4374.0,,0
CUST-100661,2025-11-22,Affiliate,Delhi,Male,22,0,Basic,Two-Year,Wallet,Yes,3,338.0,1,1,6,14.0,2026-05-06,2028.0,,0
CUST-100662,2024-09-14,Organic Search,Bengaluru,Female,58,0,Basic,Monthly,UPI,Yes,1,250.0,1,1,20,14.0,2026-05-24,5000.0,,0
CUST-100663,2025-02-18,Organic Search,Mumbai,Female,22,0,Standard,Monthly,Net Banking,Yes,1,571.0,1,1,15,7.0,2026-05-16,8565.0,,0
CUST-100664,2025-05-07,Paid Social,Bengaluru,Male,44,0,Basic,Monthly,Wallet,Yes,2,325.0,1,1,12,8.0,2026-05-02,3900.0,2026-05-02,1
CUST-100665,2025-08-21,Referral,Delhi,Male,60,1,Basic,Monthly,Credit Card,No,0,205.0,1,1,7,14.0,2026-03-19,1435.0,2026-03-19,1
CUST-100666,2025-06-06,Affiliate,Pune,Male,24,0,Basic,Two-Year,Debit Card,No,0,220.0,1,1,1,18.0,2025-07-06,220.0,2025-07-06,1
CUST-100667,2025-12-03,Email,Delhi,Female,36,0,Premium,Annual,UPI,No,2,910.0,1,0,5,18.0,2026-05-31,4550.0,,0
CUST-100668,2025-09-02,Paid Social,Chennai,Female,44,0,Basic,Annual,UPI,No,0,182.0,0,0,8,20.0,2026-05-12,1456.0,,0
CUST-100669,2025-11-03,Paid Social,Delhi,Female,66,1,Standard,Two-Year,UPI,No,1,566.0,1,1,6,16.0,2026-05-16,3396.0,,0
CUST-100670,2024-07-20,Organic Search,Mumbai,Male,37,0,Premium,Monthly,UPI,Yes,1,864.0,1,0,22,3.0,2026-05-15,19008.0,,0
CUST-100671,2026-04-02,Paid Search,Mumbai,Female,24,0,Standard,Monthly,Credit Card,Yes,3,660.0,1,1,1,27.0,2026-05-02,660.0,,0
CUST-100672,2025-04-10,Email,Ahmedabad,Male,24,0,Basic,Annual,Debit Card,No,3,376.0,1,0,13,22.0,2026-05-20,4888.0,,0
CUST-100673,2025-04-05,Referral,Bengaluru,Male,28,0,Premium,Monthly,UPI,Yes,3,987.0,1,1,13,28.0,2026-05-20,12831.0,,0
CUST-100674,2025-12-08,Paid Search,Chennai,Male,63,1,Standard,Annual,UPI,Yes,1,563.0,1,1,5,23.0,2026-05-12,2815.0,,0
CUST-100675,2025-03-30,Paid Social,Hyderabad,Male,58,0,Basic,Monthly,UPI,No,1,270.0,1,1,14,25.0,2026-05-03,3780.0,,0
CUST-100676,2025-12-24,Affiliate,Delhi,Female,39,0,Standard,Monthly,Wallet,No,2,609.0,1,0,5,11.0,2026-05-23,3045.0,,0
CUST-100677,2026-01-23,Paid Search,Mumbai,Male,62,1,Basic,Monthly,Net Banking,Yes,3,358.0,1,1,4,13.0,2026-05-30,1432.0,,0
